card_type_id,name,hp,rarity,artist,supertype,convertedRetreatCost,set_name,set_series,number,type_1,subtype_1,nationalPokedexNumber,num_abilities,num_attacks,num_resistances,num_weaknesses,price_type,price_bucket,release_year
pl1-40_reverseHolofoil,Toxicroak G,90,Rare,Ryota Saito,Pokémon,2,Platinum,Platinum,40,Psychic,Basic,454.0,1,1,0,1,reverseHolofoil,low,2009
bw3-36_normal,Zebstrika,90,Rare,match,Pokémon,1,Noble Victories,Black & White,36,Lightning,Stage 1,523.0,0,2,0,1,normal,low,2011
bw3-36_reverseHolofoil,Zebstrika,90,Rare,match,Pokémon,1,Noble Victories,Black & White,36,Lightning,Stage 1,523.0,0,2,0,1,reverseHolofoil,low,2011
sm9-41_normal,Mareep,60,Common,Akira Komayama,Pokémon,1,Team Up,Sun & Moon,41,Lightning,Basic,179.0,0,1,1,1,normal,low,2019
sm9-41_reverseHolofoil,Mareep,60,Common,Akira Komayama,Pokémon,1,Team Up,Sun & Moon,41,Lightning,Basic,179.0,0,1,1,1,reverseHolofoil,low,2019
basep-37_normal,Hitmontop,60,Promo,Atsuko Nishida,Pokémon,1,Wizards Black Star Promos,Base,37,Fighting,Basic,237.0,0,2,0,1,normal,low,1999
ecard3-6_normal,Crobat,90,Rare,Kimiya Masago,Pokémon,0,Skyridge,E-Card,6,Grass,Stage 2,169.0,1,1,0,1,normal,low,2003
ecard3-6_reverseHolofoil,Crobat,90,Rare,Kimiya Masago,Pokémon,0,Skyridge,E-Card,6,Grass,Stage 2,169.0,1,1,0,1,reverseHolofoil,low,2003
sm4-31_holofoil,Alolan Raichu,110,Rare Holo,Akira Komayama,Pokémon,2,Crimson Invasion,Sun & Moon,31,Lightning,Stage 1,26.0,1,1,1,1,holofoil,low,2017
sm4-31_reverseHolofoil,Alolan Raichu,110,Rare Holo,Akira Komayama,Pokémon,2,Crimson Invasion,Sun & Moon,31,Lightning,Stage 1,26.0,1,1,1,1,reverseHolofoil,low,2017
ex8-39_normal,Masquerain,60,Uncommon,Mitsuhiro Arita,Pokémon,0,Deoxys,EX,39,Grass,Stage 1,284.0,1,1,1,1,normal,low,2005
ex8-39_reverseHolofoil,Masquerain,60,Uncommon,Mitsuhiro Arita,Pokémon,0,Deoxys,EX,39,Grass,Stage 1,284.0,1,1,1,1,reverseHolofoil,low,2005
hgss4-43_normal,Magneton,80,Uncommon,Noriko Hotta,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,43,Lightning,Stage 1,82.0,0,2,1,1,normal,low,2010
hgss4-43_reverseHolofoil,Magneton,80,Uncommon,Noriko Hotta,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,43,Lightning,Stage 1,82.0,0,2,1,1,reverseHolofoil,low,2010
neo4-39_unknown,Dark Quilava,60,Uncommon,Mitsuhiro Arita,Pokémon,1,Neo Destiny,Neo,39,Fire,Stage 1,156.0,0,2,0,1,unknown,low,2002
sm6-35_normal,Magneton,90,Uncommon,kirisAki,Pokémon,2,Forbidden Light,Sun & Moon,35,Lightning,Stage 1,82.0,0,2,1,1,normal,low,2018
sm6-35_reverseHolofoil,Magneton,90,Uncommon,kirisAki,Pokémon,2,Forbidden Light,Sun & Moon,35,Lightning,Stage 1,82.0,0,2,1,1,reverseHolofoil,low,2018
xy7-40_normal,Regirock,120,Rare,Shin Nagasawa,Pokémon,3,Ancient Origins,XY,40,Fighting,Basic,377.0,0,2,0,1,normal,low,2015
xy7-40_reverseHolofoil,Regirock,120,Rare,Shin Nagasawa,Pokémon,3,Ancient Origins,XY,40,Fighting,Basic,377.0,0,2,0,1,reverseHolofoil,low,2015
base3-42_unknown,Seadra,60,Uncommon,Ken Sugimori,Pokémon,1,Fossil,Base,42,Water,Stage 1,117.0,0,2,0,1,unknown,low,1999
base6-35_normal,Rhydon,100,Rare,Kagemaru Himeno,Pokémon,3,Legendary Collection,Other,35,Fighting,Stage 1,112.0,0,2,1,1,normal,low,2002
base6-35_reverseHolofoil,Rhydon,100,Rare,Kagemaru Himeno,Pokémon,3,Legendary Collection,Other,35,Fighting,Stage 1,112.0,0,2,1,1,reverseHolofoil,high,2002
swsh35-42_holofoil,Scrafty,120,Rare Holo,tetsuya koizumi,Pokémon,2,Champion's Path,Sword & Shield,42,Darkness,Stage 1,560.0,0,2,0,1,holofoil,low,2020
swsh35-42_reverseHolofoil,Scrafty,120,Rare Holo,tetsuya koizumi,Pokémon,2,Champion's Path,Sword & Shield,42,Darkness,Stage 1,560.0,0,2,0,1,reverseHolofoil,low,2020
smp-SM31_holofoil,Tapu Koko,110,Promo,kirisAki,Pokémon,0,SM Black Star Promos,Sun & Moon,SM31,Lightning,Basic,785.0,0,2,1,1,holofoil,low,2017
ex10-38_normal,Croconaw,80,Uncommon,Masakazu Fukuda,Pokémon,2,Unseen Forces,EX,38,Water,Stage 1,159.0,0,2,0,1,normal,low,2005
ex10-38_reverseHolofoil,Croconaw,80,Uncommon,Masakazu Fukuda,Pokémon,2,Unseen Forces,EX,38,Water,Stage 1,159.0,0,2,0,1,reverseHolofoil,low,2005
ecard1-31_holofoil,Vileplume,90,Rare Holo,Miki Tanaka,Pokémon,2,Expedition Base Set,E-Card,31,Grass,Stage 2,45.0,1,1,0,1,holofoil,low,2002
ecard1-31_reverseHolofoil,Vileplume,90,Rare Holo,Miki Tanaka,Pokémon,2,Expedition Base Set,E-Card,31,Grass,Stage 2,45.0,1,1,0,1,reverseHolofoil,low,2002
xy0-32_normal,Furfrou,90,Unknown,5ban Graphics,Pokémon,1,Kalos Starter Set,XY,32,Colorless,Basic,676.0,0,2,0,1,normal,low,2013
ex5-33_normal,Dodrio,80,Uncommon,Miki Tanaka,Pokémon,0,Hidden Legends,EX,33,Colorless,Stage 1,85.0,1,2,1,1,normal,low,2004
ex5-33_reverseHolofoil,Dodrio,80,Uncommon,Miki Tanaka,Pokémon,0,Hidden Legends,EX,33,Colorless,Stage 1,85.0,1,2,1,1,reverseHolofoil,low,2004
bw10-44_normal,Reuniclus,100,Rare,Kagemaru Himeno,Pokémon,2,Plasma Blast,Black & White,44,Psychic,Stage 2,579.0,0,2,0,1,normal,low,2013
bw10-44_reverseHolofoil,Reuniclus,100,Rare,Kagemaru Himeno,Pokémon,2,Plasma Blast,Black & White,44,Psychic,Stage 2,579.0,0,2,0,1,reverseHolofoil,low,2013
xy5-40_normal,Whiscash,100,Uncommon,Naoyo Kimura,Pokémon,3,Primal Clash,XY,40,Water,Stage 1,340.0,0,2,0,1,normal,low,2015
xy5-40_reverseHolofoil,Whiscash,100,Uncommon,Naoyo Kimura,Pokémon,3,Primal Clash,XY,40,Water,Stage 1,340.0,0,2,0,1,reverseHolofoil,low,2015
xy8-34_holofoil,Glalie-EX,170,Rare Holo EX,Eske Yoshinob,Pokémon,3,BREAKthrough,XY,34,Water,Basic,362.0,0,2,0,1,holofoil,low,2015
base4-39_normal,Exeggutor,80,Uncommon,Kagemaru Himeno,Pokémon,3,Base Set 2,Base,39,Grass,Stage 1,103.0,0,2,0,1,normal,low,2000
base2-31_unknown,Vileplume,80,Rare,Keiji Kinebuchi,Pokémon,2,Jungle,Base,31,Grass,Stage 2,45.0,1,1,0,1,unknown,low,1999
g1-28_holofoil,Jolteon-EX,160,Rare Holo EX,Naoki Saito,Pokémon,0,Generations,XY,28,Lightning,Basic,135.0,0,2,1,1,holofoil,low,2016
sm3-36_normal,Panpour,70,Common,Suwama Chiaki,Pokémon,1,Burning Shadows,Sun & Moon,36,Water,Basic,515.0,0,1,0,1,normal,low,2017
sm3-36_reverseHolofoil,Panpour,70,Common,Suwama Chiaki,Pokémon,1,Burning Shadows,Sun & Moon,36,Water,Basic,515.0,0,1,0,1,reverseHolofoil,low,2017
bw7-42_normal,Ducklett,70,Common,Kouki Saitou,Pokémon,1,Boundaries Crossed,Black & White,42,Water,Basic,580.0,0,1,1,1,normal,low,2012
bw7-42_reverseHolofoil,Ducklett,70,Common,Kouki Saitou,Pokémon,1,Boundaries Crossed,Black & White,42,Water,Basic,580.0,0,1,1,1,reverseHolofoil,low,2012
xyp-XY30_holofoil,Blastoise-EX,180,Promo,Eske Yoshinob,Pokémon,3,XY Black Star Promos,XY,XY30,Water,Basic,9.0,0,2,0,1,holofoil,low,2013
ecard2-13_normal,Exeggutor,80,Rare,Sumiyoshi Kizuki,Pokémon,1,Aquapolis,E-Card,13,Psychic,Stage 1,103.0,0,2,0,1,normal,low,2003
ecard2-13_reverseHolofoil,Exeggutor,80,Rare,Sumiyoshi Kizuki,Pokémon,1,Aquapolis,E-Card,13,Psychic,Stage 1,103.0,0,2,0,1,reverseHolofoil,low,2003
mcd11-2_holofoil,Maractus,80,Unknown,Kagemaru Himeno,Pokémon,2,McDonald's Collection 2011,Other,2,Grass,Basic,556.0,0,2,1,1,holofoil,low,2011
xy11-42_normal,Galvantula,90,Rare,match,Pokémon,1,Steam Siege,XY,42,Lightning,Stage 1,596.0,0,2,1,1,normal,low,2016
xy11-42_reverseHolofoil,Galvantula,90,Rare,match,Pokémon,1,Steam Siege,XY,42,Lightning,Stage 1,596.0,0,2,1,1,reverseHolofoil,low,2016
np-32_holofoil,Articuno ex,100,Promo,Nakaoka,Pokémon,2,Nintendo Black Star Promos,NP,32,Water,Basic,144.0,1,2,0,1,holofoil,high,2003
hgss1-45_normal,Mantine,80,Uncommon,Naoyo Kimura,Pokémon,1,HeartGold & SoulSilver,HeartGold & SoulSilver,45,Water,Basic,226.0,0,2,1,1,normal,low,2010
hgss1-45_reverseHolofoil,Mantine,80,Uncommon,Naoyo Kimura,Pokémon,1,HeartGold & SoulSilver,HeartGold & SoulSilver,45,Water,Basic,226.0,0,2,1,1,reverseHolofoil,low,2010
ex4-41_normal,Jigglypuff,50,Common,Ken Sugimori,Pokémon,1,Team Magma vs Team Aqua,EX,41,Colorless,Basic,39.0,0,2,0,1,normal,low,2004
ex4-41_reverseHolofoil,Jigglypuff,50,Common,Ken Sugimori,Pokémon,1,Team Magma vs Team Aqua,EX,41,Colorless,Basic,39.0,0,2,0,1,reverseHolofoil,low,2004
bw8-40_normal,Cubchoo,70,Common,MAHOU,Pokémon,2,Plasma Storm,Black & White,40,Water,Basic,613.0,0,2,0,1,normal,low,2013
bw8-40_reverseHolofoil,Cubchoo,70,Common,MAHOU,Pokémon,2,Plasma Storm,Black & White,40,Water,Basic,613.0,0,2,0,1,reverseHolofoil,low,2013
pl4-42_normal,Haunter,80,Uncommon,Mitsuhiro Arita,Pokémon,1,Arceus,Platinum,42,Psychic,Stage 1,93.0,0,2,1,1,normal,low,2009
pl4-42_reverseHolofoil,Haunter,80,Uncommon,Mitsuhiro Arita,Pokémon,1,Arceus,Platinum,42,Psychic,Stage 1,93.0,0,2,1,1,reverseHolofoil,low,2009
g1-28a_unknown,Jolteon-EX,160,Rare Ultra,Ryo Ueda,Pokémon,0,Generations,XY,28a,Lightning,Basic,135.0,0,2,1,1,unknown,low,2016
bw4-45_normal,Luxio,80,Uncommon,Naoki Saito,Pokémon,0,Next Destinies,Black & White,45,Lightning,Stage 1,404.0,0,2,0,1,normal,low,2012
bw4-45_reverseHolofoil,Luxio,80,Uncommon,Naoki Saito,Pokémon,0,Next Destinies,Black & White,45,Lightning,Stage 1,404.0,0,2,0,1,reverseHolofoil,low,2012
xy1-40_normal,Frogadier,80,Uncommon,5ban Graphics,Pokémon,1,XY,XY,40,Water,Stage 1,657.0,0,1,0,1,normal,low,2014
xy1-40_reverseHolofoil,Frogadier,80,Uncommon,5ban Graphics,Pokémon,1,XY,XY,40,Water,Stage 1,657.0,0,1,0,1,reverseHolofoil,low,2014
xy0-33_normal,Furfrou,90,Unknown,5ban Graphics,Pokémon,1,Kalos Starter Set,XY,33,Colorless,Basic,676.0,0,2,0,1,normal,low,2013
col1-41_normal,Croconaw,80,Uncommon,kawayoo,Pokémon,2,Call of Legends,HeartGold & SoulSilver,41,Water,Stage 1,159.0,0,2,0,1,normal,low,2011
col1-41_reverseHolofoil,Croconaw,80,Uncommon,kawayoo,Pokémon,2,Call of Legends,HeartGold & SoulSilver,41,Water,Stage 1,159.0,0,2,0,1,reverseHolofoil,low,2011
sm11-35_holofoil,Slowpoke & Psyduck-GX,250,Rare Holo GX,Mitsuhiro Arita,Pokémon,2,Unified Minds,Sun & Moon,35,Water,Basic,Unknown,0,2,0,1,holofoil,low,2019
sm8-40_normal,Cyndaquil,70,Common,kirisAki,Pokémon,1,Lost Thunder,Sun & Moon,40,Fire,Basic,155.0,0,1,0,1,normal,low,2018
sm8-40_reverseHolofoil,Cyndaquil,70,Common,kirisAki,Pokémon,1,Lost Thunder,Sun & Moon,40,Fire,Basic,155.0,0,1,0,1,reverseHolofoil,low,2018
sm3-37_normal,Simipour,90,Uncommon,Sanosuke Sakuma,Pokémon,1,Burning Shadows,Sun & Moon,37,Water,Stage 1,516.0,0,2,0,1,normal,low,2017
sm3-37_reverseHolofoil,Simipour,90,Uncommon,Sanosuke Sakuma,Pokémon,1,Burning Shadows,Sun & Moon,37,Water,Stage 1,516.0,0,2,0,1,reverseHolofoil,low,2017
bw1-38_normal,Alomomola,100,Uncommon,sui,Pokémon,2,Black & White,Black & White,38,Water,Basic,594.0,0,2,0,1,normal,low,2011
bw1-38_reverseHolofoil,Alomomola,100,Uncommon,sui,Pokémon,2,Black & White,Black & White,38,Water,Basic,594.0,0,2,0,1,reverseHolofoil,low,2011
ex9-42_normal,Volbeat,60,Uncommon,Kouki Saitou,Pokémon,1,Emerald,EX,42,Grass,Basic,313.0,0,2,0,1,normal,low,2005
ex9-42_reverseHolofoil,Volbeat,60,Uncommon,Kouki Saitou,Pokémon,1,Emerald,EX,42,Grass,Basic,313.0,0,2,0,1,reverseHolofoil,low,2005
ex3-40_normal,Seadra,70,Uncommon,Midori Harada,Pokémon,1,Dragon,EX,40,Water,Stage 1,117.0,0,2,0,1,normal,low,2003
ex3-40_reverseHolofoil,Seadra,70,Uncommon,Midori Harada,Pokémon,1,Dragon,EX,40,Water,Stage 1,117.0,0,2,0,1,reverseHolofoil,low,2003
ex11-39_normal,Ditto,60,Uncommon,Yuka Morii,Pokémon,1,Delta Species,EX,39,Lightning,Basic,132.0,1,1,0,1,normal,low,2005
ex11-39_reverseHolofoil,Ditto,60,Uncommon,Yuka Morii,Pokémon,1,Delta Species,EX,39,Lightning,Basic,132.0,1,1,0,1,reverseHolofoil,low,2005
xy11-43_normal,Nidoran ♂,60,Common,Hasuno,Pokémon,1,Steam Siege,XY,43,Psychic,Basic,32.0,0,2,0,1,normal,low,2016
xy11-43_reverseHolofoil,Nidoran ♂,60,Common,Hasuno,Pokémon,1,Steam Siege,XY,43,Psychic,Basic,32.0,0,2,0,1,reverseHolofoil,low,2016
ex1-30_normal,Electrike,50,Uncommon,Hajime Kusajima,Pokémon,1,Ruby & Sapphire,EX,30,Lightning,Basic,309.0,0,2,1,1,normal,low,2003
ex1-30_reverseHolofoil,Electrike,50,Uncommon,Hajime Kusajima,Pokémon,1,Ruby & Sapphire,EX,30,Lightning,Basic,309.0,0,2,1,1,reverseHolofoil,low,2003
dp1-42_normal,Wynaut,40,Rare,Masakazu Fukuda,Pokémon,1,Diamond & Pearl,Diamond & Pearl,42,Psychic,Basic,360.0,1,1,0,1,normal,low,2007
dp1-42_reverseHolofoil,Wynaut,40,Rare,Masakazu Fukuda,Pokémon,1,Diamond & Pearl,Diamond & Pearl,42,Psychic,Basic,360.0,1,1,0,1,reverseHolofoil,low,2007
sm4-32_normal,Alolan Geodude,60,Common,Mitsuhiro Arita,Pokémon,2,Crimson Invasion,Sun & Moon,32,Lightning,Basic,74.0,0,2,1,1,normal,low,2017
sm4-32_reverseHolofoil,Alolan Geodude,60,Common,Mitsuhiro Arita,Pokémon,2,Crimson Invasion,Sun & Moon,32,Lightning,Basic,74.0,0,2,1,1,reverseHolofoil,low,2017
hgss4-44_normal,Marowak,90,Uncommon,kawayoo,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,44,Fighting,Stage 1,105.0,0,2,1,1,normal,low,2010
hgss4-44_reverseHolofoil,Marowak,90,Uncommon,kawayoo,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,44,Fighting,Stage 1,105.0,0,2,1,1,reverseHolofoil,low,2010
sm35-32_holofoil,Raikou,120,Rare Holo,Mitsuhiro Arita,Pokémon,2,Shining Legends,Sun & Moon,32,Lightning,Basic,243.0,0,2,1,1,holofoil,low,2017
sm35-32_reverseHolofoil,Raikou,120,Rare Holo,Mitsuhiro Arita,Pokémon,2,Shining Legends,Sun & Moon,32,Lightning,Basic,243.0,0,2,1,1,reverseHolofoil,low,2017
base5-38_unknown,Dark Jolteon,50,Uncommon,Mitsuhiro Arita,Pokémon,1,Team Rocket,Base,38,Lightning,Stage 1,135.0,0,2,0,1,unknown,low,2000
gym2-44_unknown,Giovanni's Nidorina,80,Uncommon,Ken Sugimori,Pokémon,2,Gym Challenge,Gym,44,Grass,Stage 1,30.0,0,2,0,1,unknown,low,2000
bwp-BW29_holofoil,Victory Cup,0,Promo,5ban Graphics,Trainer,0,BW Black Star Promos,Black & White,BW29,Unknown,Item,Unknown,0,0,0,0,holofoil,high,2011
swshp-SWSH033_holofoil,Zacian,130,Promo,Kouki Saitou,Pokémon,2,SWSH Black Star Promos,Sword & Shield,SWSH033,Metal,Basic,888.0,0,2,1,1,holofoil,low,2019
pl4-43_normal,Luxio,80,Uncommon,Suwama Chiaki,Pokémon,1,Arceus,Platinum,43,Lightning,Stage 1,404.0,0,2,1,1,normal,low,2009
pl4-43_reverseHolofoil,Luxio,80,Uncommon,Suwama Chiaki,Pokémon,1,Arceus,Platinum,43,Lightning,Stage 1,404.0,0,2,1,1,reverseHolofoil,low,2009
xy2-47_normal,Golem,150,Rare,Sumiyoshi Kizuki,Pokémon,3,Flashfire,XY,47,Fighting,Stage 2,76.0,0,2,0,1,normal,low,2014
xy2-47_reverseHolofoil,Golem,150,Rare,Sumiyoshi Kizuki,Pokémon,3,Flashfire,XY,47,Fighting,Stage 2,76.0,0,2,0,1,reverseHolofoil,low,2014
sm1-38_normal,Pelipper,100,Uncommon,Sumiyoshi Kizuki,Pokémon,1,Sun & Moon,Sun & Moon,38,Water,Stage 1,279.0,0,2,1,1,normal,low,2017
sm1-38_reverseHolofoil,Pelipper,100,Uncommon,Sumiyoshi Kizuki,Pokémon,1,Sun & Moon,Sun & Moon,38,Water,Stage 1,279.0,0,2,1,1,reverseHolofoil,low,2017
bw6-43_normal,Manectric,90,Rare,Naoyo Kimura,Pokémon,0,Dragons Exalted,Black & White,43,Lightning,Stage 1,310.0,0,2,0,1,normal,low,2012
bw6-43_reverseHolofoil,Manectric,90,Rare,Naoyo Kimura,Pokémon,0,Dragons Exalted,Black & White,43,Lightning,Stage 1,310.0,0,2,0,1,reverseHolofoil,low,2012
base1-42_normal,Wartortle,70,Uncommon,Ken Sugimori,Pokémon,1,Base,Base,42,Water,Stage 1,8.0,0,2,0,1,normal,low,1999
dpp-DP40_holofoil,Regigigas,100,Promo,Kagemaru Himeno,Pokémon,4,DP Black Star Promos,Diamond & Pearl,DP40,Colorless,Basic,486.0,0,2,0,1,holofoil,low,2007
ex15-30_normal,Flaaffy δ,70,Uncommon,Yuka Morii,Pokémon,1,Dragon Frontiers,EX,30,Colorless,Stage 1,180.0,0,1,0,1,normal,low,2006
ex15-30_reverseHolofoil,Flaaffy δ,70,Uncommon,Yuka Morii,Pokémon,1,Dragon Frontiers,EX,30,Colorless,Stage 1,180.0,0,1,0,1,reverseHolofoil,low,2006
hgss1-46_normal,Metapod,80,Uncommon,Tomokazu Komiya,Pokémon,2,HeartGold & SoulSilver,HeartGold & SoulSilver,46,Grass,Stage 1,11.0,1,1,0,1,normal,low,2010
hgss1-46_reverseHolofoil,Metapod,80,Uncommon,Tomokazu Komiya,Pokémon,2,HeartGold & SoulSilver,HeartGold & SoulSilver,46,Grass,Stage 1,11.0,1,1,0,1,reverseHolofoil,low,2010
xy4-36_normal,Wobbuffet,110,Uncommon,sui,Pokémon,2,Phantom Forces,XY,36,Psychic,Basic,202.0,1,1,0,1,normal,low,2014
xy4-36_reverseHolofoil,Wobbuffet,110,Uncommon,sui,Pokémon,2,Phantom Forces,XY,36,Psychic,Basic,202.0,1,1,0,1,reverseHolofoil,low,2014
bw8-41_normal,Beartic,130,Rare,5ban Graphics,Pokémon,4,Plasma Storm,Black & White,41,Water,Stage 1,614.0,0,2,0,1,normal,low,2013
bw8-41_reverseHolofoil,Beartic,130,Rare,5ban Graphics,Pokémon,4,Plasma Storm,Black & White,41,Water,Stage 1,614.0,0,2,0,1,reverseHolofoil,low,2013
sm7-40_normal,Wailord,220,Rare,Anesaki Dynamic,Pokémon,4,Celestial Storm,Sun & Moon,40,Water,Stage 1,321.0,0,1,0,1,normal,low,2018
sm7-40_reverseHolofoil,Wailord,220,Rare,Anesaki Dynamic,Pokémon,4,Celestial Storm,Sun & Moon,40,Water,Stage 1,321.0,0,1,0,1,reverseHolofoil,low,2018
ex5-34_normal,Glalie,80,Uncommon,Midori Harada,Pokémon,1,Hidden Legends,EX,34,Water,Stage 1,362.0,1,1,0,1,normal,low,2004
ex5-34_reverseHolofoil,Glalie,80,Uncommon,Midori Harada,Pokémon,1,Hidden Legends,EX,34,Water,Stage 1,362.0,1,1,0,1,reverseHolofoil,low,2004
dc1-32_normal,Team Magma's Secret Base,0,Uncommon,Ryo Ueda,Trainer,0,Double Crisis,XY,32,Unknown,Stadium,Unknown,0,0,0,0,normal,low,2015
dc1-32_reverseHolofoil,Team Magma's Secret Base,0,Uncommon,Ryo Ueda,Trainer,0,Double Crisis,XY,32,Unknown,Stadium,Unknown,0,0,0,0,reverseHolofoil,low,2015
swsh35-43_normal,Trubbish,60,Common,nagimiso,Pokémon,1,Champion's Path,Sword & Shield,43,Darkness,Basic,568.0,0,1,0,1,normal,low,2020
swsh35-43_reverseHolofoil,Trubbish,60,Common,nagimiso,Pokémon,1,Champion's Path,Sword & Shield,43,Darkness,Basic,568.0,0,1,0,1,reverseHolofoil,low,2020
pl1-41_normal,Bronzong G,90,Uncommon,Makoto Imai,Pokémon,3,Platinum,Platinum,41,Metal,Basic,437.0,1,1,1,1,normal,low,2009
pl1-41_reverseHolofoil,Bronzong G,90,Uncommon,Makoto Imai,Pokémon,3,Platinum,Platinum,41,Metal,Basic,437.0,1,1,1,1,reverseHolofoil,low,2009
ex6-37_normal,Lickitung,80,Uncommon,Sumiyoshi Kizuki,Pokémon,2,FireRed & LeafGreen,EX,37,Colorless,Basic,108.0,0,2,0,1,normal,low,2004
ex6-37_reverseHolofoil,Lickitung,80,Uncommon,Sumiyoshi Kizuki,Pokémon,2,FireRed & LeafGreen,EX,37,Colorless,Basic,108.0,0,2,0,1,reverseHolofoil,low,2004
xy3-30_normal,Electivire,120,Rare,PLANETA,Pokémon,3,Furious Fists,XY,30,Lightning,Stage 1,466.0,0,2,1,1,normal,low,2014
xy3-30_reverseHolofoil,Electivire,120,Rare,PLANETA,Pokémon,3,Furious Fists,XY,30,Lightning,Stage 1,466.0,0,2,1,1,reverseHolofoil,low,2014
base4-40_normal,Farfetch'd,50,Uncommon,Ken Sugimori,Pokémon,1,Base Set 2,Base,40,Colorless,Basic,83.0,0,2,1,1,normal,low,2000
xy5-41_normal,Whiscash,110,Rare,PLANETA,Pokémon,4,Primal Clash,XY,41,Water,Stage 1,340.0,0,2,0,1,normal,low,2015
xy5-41_reverseHolofoil,Whiscash,110,Rare,PLANETA,Pokémon,4,Primal Clash,XY,41,Water,Stage 1,340.0,0,2,0,1,reverseHolofoil,low,2015
bw3-37_normal,Emolga,70,Uncommon,Naoki Saito,Pokémon,1,Noble Victories,Black & White,37,Lightning,Basic,587.0,0,1,0,1,normal,low,2011
bw3-37_reverseHolofoil,Emolga,70,Uncommon,Naoki Saito,Pokémon,1,Noble Victories,Black & White,37,Lightning,Basic,587.0,0,1,0,1,reverseHolofoil,low,2011
ex13-40_normal,Donphan,80,Uncommon,Hisao Nakamura,Pokémon,1,Holon Phantoms,EX,40,Fighting,Stage 1,232.0,0,2,0,1,normal,low,2006
ex13-40_reverseHolofoil,Donphan,80,Uncommon,Hisao Nakamura,Pokémon,1,Holon Phantoms,EX,40,Fighting,Stage 1,232.0,0,2,0,1,reverseHolofoil,low,2006
sm10-32_normal,Blacephalon,120,Rare,kawayoo,Pokémon,2,Unbroken Bonds,Sun & Moon,32,Fire,Basic,806.0,0,2,0,1,normal,low,2019
sm10-32_reverseHolofoil,Blacephalon,120,Rare,kawayoo,Pokémon,2,Unbroken Bonds,Sun & Moon,32,Fire,Basic,806.0,0,2,0,1,reverseHolofoil,low,2019
np-33_holofoil,Zapdos ex,100,Promo,K. Hoshiba,Pokémon,2,Nintendo Black Star Promos,NP,33,Lightning,Basic,145.0,1,2,0,1,holofoil,high,2003
base6-36_normal,Arcanine,100,Uncommon,Ken Sugimori,Pokémon,3,Legendary Collection,Other,36,Fire,Stage 1,59.0,0,2,0,1,normal,low,2002
base6-36_reverseHolofoil,Arcanine,100,Uncommon,Ken Sugimori,Pokémon,3,Legendary Collection,Other,36,Fire,Stage 1,59.0,0,2,0,1,reverseHolofoil,high,2002
sm75-39_normal,Flygon,140,Uncommon,Shigenori Negishi,Pokémon,1,Dragon Majesty,Sun & Moon,39,Dragon,Stage 2,330.0,1,1,0,1,normal,low,2018
sm75-39_reverseHolofoil,Flygon,140,Uncommon,Shigenori Negishi,Pokémon,1,Dragon Majesty,Sun & Moon,39,Dragon,Stage 2,330.0,1,1,0,1,reverseHolofoil,low,2018
sm6-36_holofoil,Magnezone,150,Rare,Yoshinobu Saito,Pokémon,2,Forbidden Light,Sun & Moon,36,Lightning,Stage 2,462.0,1,1,1,1,holofoil,low,2018
sm6-36_reverseHolofoil,Magnezone,150,Rare,Yoshinobu Saito,Pokémon,2,Forbidden Light,Sun & Moon,36,Lightning,Stage 2,462.0,1,1,1,1,reverseHolofoil,low,2018
hgss3-39_normal,Togetic,80,Uncommon,Atsuko Nishida,Pokémon,1,HS—Undaunted,HeartGold & SoulSilver,39,Colorless,Stage 1,176.0,0,2,1,1,normal,low,2010
hgss3-39_reverseHolofoil,Togetic,80,Uncommon,Atsuko Nishida,Pokémon,1,HS—Undaunted,HeartGold & SoulSilver,39,Colorless,Stage 1,176.0,0,2,1,1,reverseHolofoil,low,2010
ex4-42_normal,Meowth,50,Common,Ken Sugimori,Pokémon,1,Team Magma vs Team Aqua,EX,42,Colorless,Basic,52.0,0,2,0,1,normal,low,2004
ex4-42_reverseHolofoil,Meowth,50,Common,Ken Sugimori,Pokémon,1,Team Magma vs Team Aqua,EX,42,Colorless,Basic,52.0,0,2,0,1,reverseHolofoil,low,2004
dp3-44_normal,Xatu,80,Rare,Sumiyoshi Kizuki,Pokémon,1,Secret Wonders,Diamond & Pearl,44,Psychic,Stage 1,178.0,1,1,1,1,normal,low,2007
dp3-44_reverseHolofoil,Xatu,80,Rare,Sumiyoshi Kizuki,Pokémon,1,Secret Wonders,Diamond & Pearl,44,Psychic,Stage 1,178.0,1,1,1,1,reverseHolofoil,low,2007
sma-SV34_holofoil,Ralts,60,Rare Shiny,Kyoko Umemoto,Pokémon,1,Hidden Fates Shiny Vault,Sun & Moon,SV34,Fairy,Basic,280.0,0,1,1,1,holofoil,low,2019
ex16-33_normal,Machoke,80,Uncommon,Ken Sugimori,Pokémon,1,Power Keepers,EX,33,Fighting,Stage 1,67.0,0,2,0,1,normal,low,2007
ex16-33_reverseHolofoil,Machoke,80,Uncommon,Ken Sugimori,Pokémon,1,Power Keepers,EX,33,Fighting,Stage 1,67.0,0,2,0,1,reverseHolofoil,low,2007
